# x_m,y_m,w_tr_right_m,w_tr_left_m
1324.441628,2788.762833,73.115,66.885
1341.694863,2806.821160,73.182,66.818
1359.093735,2824.749301,73.270,66.730
1376.538256,2842.640617,73.371,66.629
1394.014521,2860.507489,73.491,66.509
1411.510833,2878.360216,73.608,66.392
1429.015495,2896.209100,73.733,66.267
1446.516812,2914.064443,73.863,66.137
1464.003087,2931.936543,73.995,66.005
1481.462624,2949.835704,74.140,65.860
1498.883726,2967.772224,74.285,65.715
1516.254698,2985.756406,74.420,65.580
1533.563842,3003.798550,74.556,65.444
1550.799463,3021.908956,74.688,65.312
1567.949864,3040.097927,74.815,65.185
1585.003350,3058.375761,74.947,65.053
1601.948222,3076.752761,75.064,64.936
1618.772787,3095.239227,75.175,64.825
1635.465346,3113.845461,75.281,64.719
1652.014801,3132.581166,75.382,64.618
1668.537492,3151.328902,75.469,64.531
1685.434558,3169.687080,75.546,64.454
1703.145744,3187.215597,75.658,64.342
1722.110795,3203.474347,75.891,64.109
1742.727081,3217.945098,76.265,63.735
1765.078123,3229.530959,76.215,63.785
1789.054406,3236.880779,75.614,64.386
1813.764348,3238.725834,74.891,65.109
1837.720744,3233.895209,74.369,65.631
1859.684785,3222.512353,74.289,65.711
1878.762428,3206.377324,73.831,66.169
1894.530741,3187.105326,72.792,67.208
1907.563737,3165.651254,71.535,68.465
1918.379095,3142.794503,70.770,69.230
1926.734820,3118.970046,70.351,69.649
1932.199818,3094.527121,69.858,70.142
1934.342994,3069.814966,70.337,69.663
1932.805635,3045.177701,71.841,68.159
1927.761251,3020.921803,73.541,66.459
1919.620826,2997.336954,74.525,65.475
1908.796447,2974.712758,74.812,65.188
1895.700078,2953.333410,75.098,64.902
1880.739177,2933.275091,75.191,64.809
1864.315369,2914.345084,74.533,65.467
1846.829893,2896.332829,73.658,66.342
1828.683509,2879.027913,72.802,67.198
1810.177762,2862.250456,72.018,67.982
1791.393929,2845.888360,71.279,68.721
1772.383652,2829.838647,70.587,69.413
1753.198575,2813.998337,69.925,70.075
1733.890338,2798.264452,69.170,70.830
1714.510585,2782.534013,68.618,71.382
1695.110958,2766.704041,67.951,72.049
1675.743098,2750.671558,67.268,72.732
1656.478150,2734.326291,66.491,73.509
1637.677502,2717.449414,65.757,74.243
1619.925171,2699.738832,65.061,74.939
1603.810856,2680.890330,64.405,75.595
1589.923390,2660.600486,64.490,75.510
1578.670995,2638.732274,65.092,74.908
1570.060378,2615.518582,65.571,74.429
1564.044140,2591.242141,66.007,73.993
1560.574883,2566.185682,66.290,73.710
1559.639561,2540.666675,66.708,73.292
1561.478052,2515.258334,67.257,72.743
1566.443219,2490.648122,68.016,71.984
1574.888448,2467.524030,68.125,71.875
1587.151133,2446.559221,67.251,72.749
1602.953205,2427.856132,66.018,73.982
1621.220676,2410.779145,64.506,75.494
1640.826725,2394.643647,65.487,74.513
1660.645919,2378.765647,66.732,73.268
1679.839241,2362.588778,68.217,71.783
1698.202990,2345.839773,69.783,70.217
1715.618857,2328.283416,71.427,68.573
1731.968535,2309.684490,73.038,66.962
1747.123428,2289.842316,74.938,65.062
1760.879397,2268.809866,76.851,63.149
1772.998631,2246.753178,78.758,61.242
1783.243161,2223.838815,80.628,59.372
1791.393014,2200.232280,77.549,62.451
1797.495464,2176.083391,74.088,65.912
1801.802467,2151.529951,70.743,69.257
1804.571185,2126.709459,67.471,72.529
1806.058813,2101.759231,67.594,72.406
1806.529268,2076.779011,67.779,72.221
1806.261392,2051.785142,67.919,72.081
1805.536034,2026.782750,68.030,71.970
1804.634043,2001.776960,68.147,71.853
1803.788414,1976.772020,68.287,71.713
1803.041665,1951.768690,68.441,71.559
1802.388929,1926.766862,68.600,71.400
1801.825338,1901.766428,68.764,71.236
1801.346023,1876.767277,68.922,71.078
1800.946116,1851.769303,69.095,70.905
1800.620749,1826.772396,69.271,70.729
1800.365054,1801.776449,69.441,70.559
1800.174163,1776.781351,69.620,70.380
1800.043208,1751.786996,69.778,70.222
1799.967320,1726.793274,69.985,70.015
1799.941631,1701.800076,70.161,69.839
1799.961274,1676.807295,70.343,69.657
1800.021379,1651.814822,70.529,69.471
1800.117080,1626.822547,70.714,69.286
1800.243507,1601.830364,70.888,69.112
1800.395793,1576.838162,71.073,68.927
1800.569070,1551.845834,71.256,68.744
1800.758468,1526.853271,71.439,68.561
1800.959121,1501.860365,71.610,68.390
1801.166160,1476.867006,71.792,68.208
1801.374717,1451.873087,71.970,68.030
1801.579924,1426.878499,72.147,67.853
1801.776912,1401.883133,72.313,67.687
1801.960814,1376.886880,72.488,67.512
1802.126761,1351.889634,72.660,67.340
1802.269885,1326.891283,72.830,67.170
1802.385318,1301.891721,72.989,67.011
1802.468192,1276.890839,73.155,66.845
1802.513639,1251.888527,73.318,66.682
1802.516790,1226.884679,73.471,66.529
1802.472778,1201.879184,73.627,66.373
1802.376735,1176.871935,73.792,66.208
1802.223791,1151.862822,73.932,66.068
1802.009304,1126.851749,74.074,65.926
1801.737344,1101.839040,74.220,65.780
1801.423305,1076.825569,74.369,65.631
1801.083339,1051.812246,74.521,65.479
1800.733597,1026.799981,74.666,65.334
1800.390230,1001.789686,74.825,65.175
1800.069389,976.782270,74.990,65.010
1799.787226,951.778643,75.160,64.840
1799.559892,926.779717,75.328,64.672
1799.403537,901.786402,75.514,64.486
1799.334313,876.799607,75.710,64.290
1799.368371,851.820244,75.914,64.086
1799.521862,826.849223,76.123,63.877
1799.810938,801.887454,76.353,63.647
1800.251750,776.935848,76.596,63.404
1800.860448,751.995315,76.855,63.145
1801.653184,727.066765,77.117,62.883
1802.646110,702.151109,77.407,62.593
1803.772443,677.239984,77.638,62.362
1804.632765,652.287833,77.665,62.335
1804.744273,627.239775,77.570,62.430
1803.624163,602.040931,77.486,62.514
1800.773968,576.682503,77.536,62.464
1795.459829,551.848218,77.630,62.370
1786.766172,528.756414,77.882,62.118
1773.772720,508.639271,78.398,61.602
