# x_m,y_m,w_tr_right_m,w_tr_left_m
1543.775780,7386.412958,70.125,69.875
1537.328804,7362.267333,70.148,69.852
1530.882799,7338.121269,70.172,69.828
1524.436432,7313.975179,70.195,69.805
1517.988369,7289.829478,70.218,69.782
1511.537278,7265.684580,70.242,69.758
1505.081827,7241.540899,70.265,69.735
1498.620682,7217.398849,70.289,69.711
1492.152510,7193.258845,70.312,69.688
1485.675996,7169.121295,70.336,69.664
1479.191501,7144.986130,70.359,69.641
1472.702519,7120.852380,70.383,69.617
1466.212890,7096.718978,70.406,69.594
1459.726451,7072.584856,70.430,69.570
1453.247041,7048.448948,70.453,69.547
1446.778499,7024.310186,70.477,69.523
1440.324662,7000.167504,70.500,69.500
1433.889370,6976.019833,70.524,69.476
1427.476688,6951.866055,70.547,69.453
1421.115471,6927.699308,70.570,69.430
1414.881266,6903.501920,70.594,69.406
1408.854790,6879.255018,70.596,69.404
1403.116758,6854.939734,70.553,69.447
1397.736079,6830.539940,70.511,69.489
1392.640787,6806.072246,70.468,69.532
1387.666287,6781.574788,70.426,69.574
1382.646361,6757.086077,70.383,69.617
1377.416732,6732.644217,70.340,69.660
1372.030688,6708.241457,70.298,69.702
1366.954918,6683.782916,70.255,69.745
1362.601021,6659.184347,70.273,69.727
1358.755134,6634.487305,70.312,69.688
1354.987476,6609.776711,70.351,69.649
1351.138942,6585.082286,70.390,69.610
1347.231082,6560.397002,70.429,69.571
1343.386959,6535.703209,70.468,69.532
1339.917651,6510.964201,70.507,69.493
1337.052647,6486.153092,70.513,69.487
1334.672343,6461.283650,70.506,69.494
1332.583105,6436.378266,70.499,69.501
1330.591295,6411.459328,70.492,69.508
1328.509583,6386.548641,70.485,69.515
1326.333276,6361.651048,70.478,69.522
1324.264056,6336.752228,70.470,69.530
1322.514678,6311.836830,70.463,69.537
1321.297885,6286.889508,70.505,69.495
1320.706772,6261.903433,70.549,69.451
1320.424453,6236.900986,70.592,69.408
1320.067508,6211.908802,70.635,69.365
1319.513852,6186.928959,70.679,69.321
1318.819354,6161.947344,70.722,69.278
1318.104697,6136.959454,70.765,69.235
1317.560673,6111.972080,70.809,69.191
1317.381884,6086.992629,70.852,69.148
1317.762928,6062.028507,70.889,69.111
1318.823834,6037.084566,70.882,69.118
1320.426825,6012.156819,70.875,69.125
1322.378441,5987.239370,70.868,69.132
1324.485225,5962.326326,70.861,69.139
1326.557190,5937.411900,70.854,69.146
1328.508221,5912.493536,70.847,69.153
1330.371471,5887.572392,70.839,69.161
1332.186664,5862.649828,70.832,69.168
1333.993519,5837.727207,70.825,69.175
1335.823342,5812.805591,70.818,69.182
1337.678043,5787.884997,70.811,69.189
1339.553126,5762.965217,70.804,69.196
1341.444093,5738.046042,70.797,69.203
1343.346447,5713.127263,70.790,69.210
1345.255690,5688.208669,70.783,69.217
1347.167325,5663.290053,70.776,69.224
1349.076855,5638.371205,70.769,69.231
1350.979782,5613.451915,70.762,69.238
1352.872270,5588.532010,70.755,69.245
1354.754758,5563.611540,70.747,69.253
1356.629384,5538.690643,70.740,69.260
1358.498293,5513.769459,70.733,69.267
1360.363628,5488.848129,70.726,69.274
1362.227532,5463.926791,70.719,69.281
1364.092149,5439.005585,70.712,69.288
1365.959622,5414.084652,70.705,69.295
1367.832095,5389.164129,70.698,69.302
1369.711390,5364.244136,70.691,69.309
1371.597229,5339.324638,70.684,69.316
1373.488490,5314.405545,70.677,69.323
1375.384050,5289.486763,70.670,69.330
1377.282784,5264.568202,70.662,69.338
1379.183570,5239.649768,70.655,69.345
1381.085284,5214.731369,70.648,69.352
1382.986801,5189.812914,70.641,69.359
1384.886999,5164.894309,70.634,69.366
1386.784754,5139.975464,70.627,69.373
1388.678942,5115.056285,70.620,69.380
1390.568438,5090.136681,70.613,69.387
1392.452121,5065.216560,70.606,69.394
1394.328866,5040.295828,70.599,69.401
1396.197549,5015.374395,70.592,69.408
1398.057047,4990.452168,70.585,69.415
1399.906236,4965.529054,70.577,69.423
1401.743992,4940.604962,70.570,69.430
1403.571079,4915.679967,70.563,69.437
1405.400841,4890.755269,70.556,69.444
1407.251763,4865.832526,70.549,69.451
1409.142349,4840.913398,70.542,69.458
1411.091100,4815.999543,70.535,69.465
1413.116520,4791.092622,70.528,69.472
1415.237110,4766.194294,70.521,69.479
1417.471372,4741.306217,70.508,69.492
1419.837810,4716.430053,70.475,69.525
1422.364669,4691.568957,70.442,69.558
1425.210388,4666.746087,70.410,69.590
1428.625065,4641.998707,70.391,69.609
1432.689690,4617.341739,70.421,69.579
1437.132504,4592.743411,70.451,69.549
1441.685143,4568.170373,70.480,69.520
1446.252101,4543.604687,70.510,69.490
1450.777653,4519.031962,70.540,69.460
1455.206073,4494.437807,70.570,69.430
1459.491378,4469.810132,70.600,69.400
1463.719342,4445.167952,70.629,69.371
1468.070441,4420.552640,70.659,69.341
1472.727230,4396.006062,70.689,69.311
1477.872262,4371.570083,70.719,69.281
1483.619926,4347.270680,70.660,69.340
1489.831136,4323.074757,70.594,69.406
1496.307906,4298.935490,70.528,69.472
1502.852247,4274.806056,70.461,69.539
1509.295295,4250.648022,70.395,69.605
1515.866696,4226.537788,70.329,69.671
1523.082647,4202.634253,70.341,69.659
1531.105354,4178.982679,70.406,69.594
1539.340972,4155.386060,70.472,69.528
1547.265296,4131.673094,70.537,69.463
1554.972743,4107.883404,70.603,69.397
1562.702794,4084.106078,70.668,69.332
1570.694927,4060.430200,70.734,69.266
1579.174176,4036.939458,70.799,69.201
1588.165469,4013.642752,70.846,69.154
1597.547513,3990.494337,70.846,69.154
1607.195679,3967.447218,70.846,69.154
1616.985336,3944.454404,70.846,69.154
1626.812824,3921.476682,70.846,69.154
1636.653887,3898.504311,70.846,69.154
1646.503062,3875.534526,70.846,69.154
1656.354890,3852.564559,70.846,69.154
1666.205559,3829.592460,70.846,69.154
1676.109582,3806.645036,70.845,69.155
1686.193998,3783.784862,70.845,69.155
1696.590384,3761.076749,70.845,69.155
1707.430316,3738.585508,70.839,69.161
1718.813288,3716.359897,70.834,69.166
1730.612811,3694.335592,70.828,69.172
1742.605306,3672.399686,70.822,69.178
1754.566818,3650.439086,70.817,69.183
1766.279025,3628.343703,70.811,69.189
1777.726119,3606.111580,70.805,69.195
1789.146218,3583.876338,70.800,69.200
1800.793524,3561.780183,70.794,69.206
1812.922236,3539.965322,70.788,69.212
1825.744816,3518.550606,70.776,69.224
1839.176695,3497.488670,70.756,69.244
1853.004523,3476.660083,70.736,69.264
1867.014429,3455.945122,70.717,69.283
1880.995535,3435.225545,70.697,69.303
1894.846487,3414.437285,70.677,69.323
1908.604344,3393.584732,70.658,69.342
1922.329124,3372.693008,70.638,69.362
1936.135605,3351.850739,70.618,69.382
1950.165345,3331.171398,70.599,69.401
1964.656752,3310.836144,70.578,69.422
1979.860809,3291.033139,70.555,69.445
1995.597193,3271.623236,70.532,69.468
2011.367855,3252.226318,70.509,69.491
2026.943800,3232.671847,70.486,69.514
2042.449064,3213.064070,70.463,69.537
2058.030602,3193.525070,70.440,69.560
2073.835368,3174.176934,70.416,69.584
2089.986905,3155.122042,70.408,69.592
2106.438815,3136.319763,70.424,69.576
2123.069733,3117.666370,70.440,69.560
2139.757965,3099.057861,70.456,69.544
2156.382300,3080.390670,70.471,69.529
2172.919484,3061.648953,70.487,69.513
2189.562359,3043.010394,70.503,69.497
2206.515296,3024.663260,70.518,69.482
2223.855820,3006.684093,70.509,69.491
2241.594173,2989.088859,70.489,69.511
2259.578407,2971.731203,70.470,69.530
2277.537212,2954.345240,70.450,69.550
2295.368882,2936.832978,70.431,69.569
2313.195136,2919.317677,70.411,69.589
2331.158595,2901.947914,70.392,69.608
2349.415387,2884.895941,70.380,69.620
2368.086319,2868.296159,70.394,69.606
2387.017733,2851.979711,70.407,69.593
2405.945732,2835.656007,70.420,69.580
2424.796985,2819.246049,70.433,69.567
2443.646198,2802.835369,70.447,69.553
2462.596499,2786.547270,70.460,69.540
2481.782821,2770.548426,70.473,69.527
2501.276547,2754.927167,70.462,69.538
2521.001528,2739.589309,70.451,69.549
2540.861506,2724.415793,70.441,69.559
2560.760223,2709.287560,70.430,69.570
2580.607706,2694.093590,70.419,69.581
2600.409457,2678.845038,70.408,69.592
2620.245233,2663.648072,70.398,69.602
2640.196742,2648.611359,70.387,69.613
2660.345482,2633.843280,70.365,69.635
2680.724784,2619.387236,70.340,69.660
2701.258867,2605.139422,70.316,69.684
2721.856926,2590.975762,70.291,69.709
2742.428155,2576.772184,70.266,69.734
2762.894067,2562.422476,70.241,69.759
2783.365722,2548.095331,70.216,69.784
2804.102183,2534.174046,70.215,69.785
2825.212286,2520.814362,70.255,69.745
2846.453066,2507.639711,70.295,69.705
2867.596622,2494.300645,70.335,69.665
2888.677365,2480.862390,70.376,69.624
2909.797018,2467.496588,70.416,69.584
2931.057306,2454.374878,70.456,69.544
2952.558056,2441.665666,70.488,69.512
2974.320586,2429.403588,70.496,69.504
2996.261410,2417.444702,70.503,69.497
3018.289747,2405.632634,70.511,69.489
3040.314816,2393.811011,70.519,69.481
3062.268545,2381.863327,70.527,69.473
3084.176999,2369.838308,70.534,69.466
3106.090625,2357.827487,70.542,69.458
3128.059872,2345.922397,70.550,69.450
3150.135475,2334.215495,70.557,69.443
3172.380259,2322.838184,70.569,69.431
3194.873049,2311.973691,70.598,69.402
3217.624197,2301.654590,70.628,69.372
3240.482350,2291.554964,70.657,69.343
3263.303738,2281.364629,70.687,69.313
3286.072160,2271.051699,70.716,69.284
3308.804779,2260.657078,70.746,69.254
3331.518759,2250.221672,70.775,69.225
3354.231264,2239.786386,70.805,69.195
3376.959458,2229.392127,70.834,69.166
3399.720504,2219.079798,70.863,69.137
3422.531568,2208.890307,70.893,69.107
3445.409812,2198.864557,70.922,69.078
3468.390126,2189.089837,70.952,69.048
3491.582301,2179.849428,70.934,69.066
3515.103962,2171.447993,70.908,69.092
3538.879857,2163.699636,70.882,69.118
3562.681148,2156.027572,70.855,69.145
3586.383140,2148.107700,70.829,69.171
3610.009775,2139.977280,70.802,69.198
3633.599907,2131.721522,70.776,69.224
3657.210187,2123.518681,70.749,69.251
3680.896302,2115.553111,70.723,69.277
3704.668849,2107.861521,70.697,69.303
3728.516969,2100.410372,70.670,69.330
3752.429672,2093.165698,70.661,69.339
3776.395969,2086.093533,70.651,69.349
3800.404869,2079.159910,70.641,69.359
3824.445383,2072.330862,70.631,69.369
3848.506521,2065.572423,70.622,69.378
3872.577294,2058.850625,70.612,69.388
3896.648708,2052.138179,70.602,69.398
3920.727755,2045.461213,70.593,69.407
3944.829094,2038.871499,70.583,69.417
3968.967436,2032.420972,70.585,69.415
3993.157464,2026.161473,70.607,69.393
4017.405822,2020.116880,70.629,69.371
4041.699837,2014.243881,70.651,69.349
4066.023996,2008.489285,70.674,69.326
4090.362787,2002.799898,70.696,69.304
4114.703298,1997.132930,70.718,69.282
4139.053674,1991.529730,70.740,69.260
4163.432254,1986.072394,70.762,69.238
4187.857447,1980.843287,70.744,69.256
4212.347622,1975.924595,70.717,69.283
4236.909085,1971.341472,70.691,69.309
4261.518906,1966.980833,70.665,69.335
4286.149810,1962.709055,70.639,69.361
4310.774520,1958.392513,70.613,69.387
4335.369758,1953.919389,70.587,69.413
4359.944898,1949.356041,70.561,69.439
4384.525266,1944.855885,70.535,69.465
4409.136297,1940.572927,70.509,69.491
4433.803392,1936.660942,70.500,69.500
4458.539883,1933.197357,70.510,69.490
4483.329596,1930.072853,70.520,69.480
4508.151927,1927.150096,70.530,69.470
4532.986272,1924.291749,70.540,69.460
4557.812775,1921.365652,70.550,69.450
4582.624387,1918.328636,70.560,69.440
4607.424848,1915.212466,70.570,69.430
4632.218233,1912.051248,70.580,69.420
4657.008619,1908.879085,70.589,69.411
4681.800081,1905.730082,70.599,69.401
4706.596697,1902.638344,70.609,69.391
4731.402542,1899.637974,70.619,69.381
4756.221692,1896.763079,70.629,69.371
4781.058032,1894.046121,70.639,69.361
