# x_m,y_m,w_tr_right_m,w_tr_left_m
-62.809130,134.303915,7.191,6.809
-60.613695,129.824937,7.233,6.767
-58.783578,125.166967,6.912,7.088
-57.317664,120.371383,6.853,7.147
-56.214834,115.479565,6.870,7.130
-55.473842,110.532696,7.073,6.927
-55.086525,105.561282,7.127,6.873
-55.034442,100.579972,7.010,6.990
-55.298318,95.602131,6.973,7.027
-55.858878,90.641120,6.890,7.110
-56.696848,85.710303,6.907,7.093
-57.792952,80.823042,6.976,7.024
-59.127917,75.992701,7.075,6.925
-60.682471,71.232634,7.162,6.838
-62.439355,66.552870,7.027,6.973
-64.386469,61.954902,7.019,6.981
-66.512526,57.438876,6.974,7.026
-68.806241,53.004937,6.901,7.099
-71.256327,48.653229,6.836,7.164
-73.851500,44.383897,6.898,7.102
-76.580473,40.197087,7.003,6.997
-79.431960,36.092943,7.121,6.879
-82.389740,32.066462,7.132,6.868
-85.414812,28.088869,7.049,6.951
-88.461603,24.124534,6.953,7.047
-91.484542,20.137827,6.894,7.106
-94.443789,16.097835,6.893,7.107
-97.348919,12.014300,6.970,7.030
-100.234753,7.917733,7.068,6.932
-103.136314,3.838813,7.140,6.860
-106.084898,-0.195160,7.155,6.845
-109.079712,-4.185975,7.109,6.891
-112.103596,-8.150259,7.025,6.975
-115.139259,-12.104756,6.929,7.071
-118.169410,-16.066210,6.835,7.165
-121.176758,-20.051368,6.777,7.223
-124.144012,-24.076974,6.775,7.225
-127.053880,-28.159773,6.845,7.155
-129.888066,-32.316141,7.023,6.977
-132.610139,-36.555810,7.282,6.718
-135.167937,-40.882750,7.212,6.788
-137.508776,-45.300736,7.037,6.963
-139.579975,-49.813546,7.050,6.950
-141.328849,-54.424958,7.274,6.726
-142.702716,-59.138748,7.192,6.808
-143.648892,-63.958694,6.994,7.006
-144.116371,-68.888227,6.758,7.242
-144.139897,-73.913005,6.749,7.251
-143.879231,-78.992785,6.806,7.194
-143.504015,-84.085274,6.975,7.025
-143.183733,-89.148221,7.109,6.891
-143.025681,-94.155595,7.167,6.833
-142.980500,-99.122226,7.105,6.895
-142.974552,-104.069277,7.015,6.985
-142.934279,-109.017900,6.940,7.060
-142.817720,-113.984396,6.947,7.053
-142.662386,-118.972872,6.992,7.008
-142.518083,-123.985547,7.025,6.975
-142.434619,-129.024640,6.985,7.015
-142.471504,-134.084244,6.916,7.084
-142.732260,-139.121597,7.141,6.859
-143.332872,-144.083494,7.064,6.936
-144.389330,-148.916733,7.114,6.886
-145.983576,-153.579724,6.842,7.158
-148.043575,-158.083417,6.700,7.300
-150.453778,-162.453606,6.690,7.310
-153.098637,-166.716088,6.944,7.056
-155.869241,-170.896269,7.094,6.906
-158.712535,-175.016288,7.137,6.863
-161.603418,-179.096650,7.151,6.849
-164.516995,-183.157844,7.103,6.897
-167.430250,-187.218823,7.055,6.945
-170.335909,-191.285600,7.014,6.986
-173.234568,-195.357726,6.987,7.013
-176.126880,-199.434702,6.967,7.033
-179.013501,-203.516030,6.952,7.048
-181.895083,-207.601213,6.946,7.054
-184.772281,-211.689752,6.945,7.055
-187.645749,-215.781148,6.948,7.052
-190.516141,-219.874905,6.952,7.048
-193.384110,-223.970523,6.958,7.042
-196.250311,-228.067505,6.971,7.029
-199.115398,-232.165353,6.985,7.015
-201.980025,-236.263569,7.002,6.998
-204.844845,-240.361654,7.012,6.988
-207.710512,-244.459110,7.026,6.974
-210.577682,-248.555440,7.036,6.964
-213.447011,-252.650142,7.042,6.958
-216.319381,-256.742567,7.053,6.947
-219.195988,-260.831854,7.047,6.953
-222.078054,-264.917125,7.043,6.957
-224.966801,-268.997503,7.021,6.979
-227.863451,-273.072111,6.994,7.006
-230.769225,-277.140071,6.956,7.044
-233.685346,-281.200506,6.905,7.095
-236.613033,-285.252538,7.015,6.985
-239.553122,-289.295546,7.061,6.939
-242.505499,-293.329532,7.025,6.975
-245.469903,-297.354595,6.954,7.046
-248.446075,-301.370836,6.990,7.010
-251.433757,-305.378351,6.994,7.006
-254.432687,-309.377241,7.008,6.992
-257.442608,-313.367604,6.896,7.104
-260.463259,-317.349540,6.817,7.183
-263.493741,-321.323661,7.049,6.951
-266.530313,-325.292873,7.033,6.967
-269.568445,-329.260712,7.077,6.923
-272.603608,-333.230716,7.163,6.837
-275.631274,-337.206424,7.099,6.901
-278.646912,-341.191373,7.003,6.997
-281.645993,-345.189101,7.024,6.976
-284.623989,-349.203146,7.057,6.943
-287.577014,-353.236537,6.983,7.017
-290.506496,-357.288126,6.938,7.062
-293.416471,-361.354707,6.922,7.078
-296.310994,-365.433060,6.925,7.075
-299.194121,-369.519966,6.933,7.067
-302.069908,-373.612205,6.958,7.042
-304.942410,-377.706558,6.988,7.012
-307.815682,-381.799806,7.009,6.991
-310.693632,-385.888849,7.029,6.971
-313.577633,-389.972661,7.037,6.963
-316.466939,-394.051947,7.045,6.955
-319.360737,-398.127468,7.047,6.953
-322.258217,-402.199985,7.041,6.959
-325.158565,-406.270256,7.030,6.970
-328.060969,-410.339042,7.022,6.978
-330.964617,-414.407103,7.005,6.995
-333.868697,-418.475199,6.990,7.010
-336.772397,-422.544090,6.985,7.015
-339.674905,-426.614536,6.968,7.032
-342.575408,-430.687297,6.963,7.037
-345.473094,-434.763132,6.955,7.045
-348.367151,-438.842803,6.956,7.044
-351.256767,-442.927069,6.962,7.038
-354.141129,-447.016690,6.978,7.022
-357.019402,-451.112438,7.002,6.998
-359.882940,-455.218825,7.045,6.955
-362.704139,-459.349447,7.143,6.857
-365.452573,-463.519254,7.175,6.825
-368.097816,-467.743194,6.996,7.004
-370.616972,-472.033366,6.888,7.112
-373.020048,-476.389425,6.992,7.008
-375.326028,-480.807630,6.970,7.030
-377.553895,-485.284239,6.854,7.146
-379.714284,-489.816032,6.973,7.027
-381.781439,-494.402058,7.078,6.922
-383.719690,-499.041984,7.041,6.959
-385.493370,-503.735476,7.068,6.932
-387.066809,-508.482202,7.157,6.843
-388.404340,-513.281828,7.031,6.969
-389.470293,-518.134022,6.927,7.073
-390.229000,-523.038450,6.980,7.020
-390.647768,-527.992730,7.039,6.961
-390.717889,-532.977954,7.062,6.938
-390.442250,-537.967227,6.957,7.043
-389.823811,-542.933604,6.880,7.120
-388.865530,-547.850138,7.015,6.985
-387.570370,-552.689884,7.155,6.845
-385.941289,-557.425897,7.071,6.929
-383.981247,-562.031229,7.107,6.893
-381.693645,-566.479141,7.155,6.845
-379.089160,-570.746266,6.802,7.198
-376.184451,-574.812017,6.802,7.198
-372.996354,-578.655888,6.883,7.117
-369.541705,-582.257372,6.986,7.014
-365.837342,-585.595962,7.052,6.948
-361.900099,-588.651154,7.133,6.867
-357.746815,-591.402440,7.329,6.671
-353.394427,-593.829493,7.197,6.803
-348.864473,-595.919949,6.899,7.101
-344.184837,-597.672441,6.718,7.282
-339.383865,-599.086406,6.900,7.100
-334.489907,-600.161280,7.034,6.966
-329.531310,-600.896500,7.132,6.868
-324.536422,-601.291503,7.042,6.958
-319.533591,-601.345726,7.192,6.808
-314.551146,-601.058623,6.957,7.043
-309.612252,-600.434907,6.933,7.067
-304.727863,-599.491722,6.965,7.035
-299.907168,-598.248006,6.967,7.033
-295.159354,-596.722699,7.031,6.969
-290.493609,-594.934740,7.067,6.933
-285.919124,-592.903069,7.083,6.917
-281.445085,-590.646624,7.107,6.893
-277.080681,-588.184346,7.117,6.883
-272.834104,-585.533540,7.035,6.965
-268.709328,-582.704599,6.953,7.047
-264.709207,-579.706082,6.834,7.166
-260.836599,-576.546552,6.726,7.274
-257.094358,-573.234569,7.020,6.980
-253.485342,-569.778696,7.105,6.895
-250.012405,-566.187492,7.124,6.876
-246.678405,-562.469519,7.060,6.940
-243.485506,-558.633361,7.080,6.920
-240.430479,-554.687784,6.940,7.060
-237.507562,-550.641638,6.973,7.027
-234.710978,-546.503773,7.040,6.960
-232.034949,-542.283041,6.969,7.031
-229.473698,-537.988293,6.982,7.018
-227.021447,-533.628379,6.982,7.018
-224.672418,-529.212150,7.104,6.896
-222.420551,-524.748379,7.175,6.825
-220.255255,-520.244613,7.044,6.956
-218.162317,-515.707411,6.932,7.068
-216.127419,-511.143307,6.884,7.116
-214.136243,-506.558834,6.882,7.118
-212.174472,-501.960526,6.912,7.088
-210.227789,-497.354916,6.961,7.039
-208.281876,-492.748537,7.012,6.988
-206.322599,-488.147840,7.049,6.951
-204.343531,-483.555808,7.061,6.939
-202.348645,-478.970743,7.060,6.940
-200.342644,-474.390621,7.045,6.955
-198.330236,-469.813413,7.023,6.977
-196.316124,-465.237094,6.998,7.002
-194.305015,-460.659637,6.976,7.024
-192.301614,-456.079016,6.963,7.037
-190.310619,-451.493205,6.956,7.044
-188.335061,-446.900897,6.981,7.019
-186.374105,-442.302434,7.016,6.984
-184.426372,-437.698394,7.064,6.936
-182.490484,-433.089352,7.121,6.879
-180.565062,-428.475885,7.130,6.870
-178.648727,-423.858571,7.050,6.950
-176.740100,-419.237986,6.975,7.025
-174.837802,-414.614706,6.912,7.088
-172.940454,-409.989308,6.871,7.129
-171.046678,-405.362369,6.893,7.107
-169.155094,-400.734465,6.917,7.083
-167.264324,-396.106174,6.945,7.055
-165.372989,-391.478072,6.971,7.029
-163.479709,-386.850735,6.991,7.009
-161.583107,-382.224741,7.012,6.988
-159.681803,-377.600665,7.028,6.972
-157.774565,-372.979024,7.035,6.965
-155.861290,-368.359864,7.036,6.964
-153.942396,-363.743017,7.030,6.970
-152.018301,-359.128312,7.022,6.978
-150.089428,-354.515578,7.006,6.994
-148.156195,-349.904645,6.989,7.011
-146.219023,-345.295343,7.001,6.999
-144.278333,-340.687500,7.015,6.985
-142.334543,-336.080948,7.017,6.983
-140.388075,-331.475515,7.023,6.977
-138.439349,-326.871031,7.023,6.977
-136.488785,-322.267325,7.024,6.976
-134.536803,-317.664228,7.017,6.983
-132.583822,-313.061567,7.015,6.985
-130.630265,-308.459175,7.013,6.987
-128.676550,-303.856879,7.007,6.993
-126.723093,-299.254511,7.000,7.000
-124.770129,-294.651975,6.995,7.005
-122.817648,-290.049272,6.999,7.001
-120.865627,-285.446409,6.994,7.006
-118.914041,-280.843393,6.991,7.009
-116.962864,-276.240232,6.991,7.009
-115.012073,-271.636933,6.988,7.012
-113.061642,-267.033503,6.986,7.014
-111.111547,-262.429949,6.988,7.012
-109.161762,-257.826280,6.985,7.015
-107.212264,-253.222501,6.983,7.017
-105.263027,-248.618621,6.986,7.014
-103.314027,-244.014647,6.988,7.012
-101.365239,-239.410585,6.986,7.014
-99.416638,-234.806444,6.990,7.010
-97.468200,-230.202231,6.992,7.008
-95.519899,-225.597952,6.994,7.006
-93.571711,-220.993616,6.998,7.002
-91.623612,-216.389229,6.993,7.007
-89.675576,-211.784798,6.994,7.006
-87.727578,-207.180332,6.998,7.002
-85.779595,-202.575837,7.003,6.997
-83.831601,-197.971321,7.001,6.999
-81.883571,-193.366791,7.005,6.995
-79.935482,-188.762253,7.004,6.996
-77.987307,-184.157717,7.004,6.996
-76.039022,-179.553188,7.008,6.992
-74.090603,-174.948675,7.006,6.994
-72.142025,-170.344183,7.008,6.992
-70.193263,-165.739722,7.010,6.990
-68.244292,-161.135297,7.011,6.989
-66.295088,-156.530917,7.012,6.988
-64.345626,-151.926588,7.011,6.989
-62.395881,-147.322319,7.015,6.985
-60.445845,-142.718119,7.014,6.986
-58.495521,-138.114002,7.011,6.989
-56.544909,-133.509981,7.013,6.987
-54.594013,-128.906070,7.008,6.992
-52.642835,-124.302281,7.010,6.990
-50.691377,-119.698629,7.007,6.993
-48.739641,-115.095125,7.000,7.000
-46.787631,-110.491783,7.004,6.996
-44.835348,-105.888617,6.998,7.002
-42.882794,-101.285640,6.994,7.006
-40.929972,-96.682865,6.988,7.012
-38.976885,-92.080305,6.986,7.014
-37.023535,-87.477973,6.981,7.019
-35.069923,-82.875883,6.981,7.019
-33.116053,-78.274048,6.972,7.028
-31.161928,-73.672481,6.972,7.028
-29.207743,-69.071109,6.961,7.039
-27.254130,-64.469670,6.960,7.040
-25.301777,-59.867873,6.956,7.044
-23.351374,-55.265430,6.953,7.047
-21.403610,-50.662051,6.958,7.042
-19.459173,-46.057448,6.963,7.037
-17.518753,-41.451330,6.967,7.033
-15.583040,-36.843409,6.986,7.014
-13.652722,-32.233395,7.001,6.999
-11.728489,-27.620999,7.033,6.967
-9.811029,-23.005932,7.066,6.934
-7.901033,-18.387904,7.107,6.893
-5.999188,-13.766627,7.156,6.844
-4.106186,-9.141810,7.219,6.781
-2.222713,-4.513165,7.285,6.715
